movie_id,title,year,academy_award,won,run_time,budget,box_office,starring 1,starring 2,starring 3,starring 4,starring 5,starring 6,starring 7,starring 8,starring 9,starring 10,starring 11,starring 12,starring 13,starring 14,starring 15,starring 16,starring 17,starring 18,starring 19
goodfellas-1990,Goodfellas,1990,63,no,145,25,46.8,Robert De Niro, Ray Liotta, Joe Pesci, Lorraine Bracco, Paul Sorvino,,,,,,,,,,,,,,
the-silence-of-the-lambs-1991,The Silence of the Lambs,1991,64,yes,118,19,272.7,Jodie Foster, Anthony Hopkins, Scott Glenn, Ted Levine,,,,,,,,,,,,,,,
beauty-and-the-beast-1991,Beauty and the Beast,1991,64,no,84,25,425,Paige O'Hara, Robby Benson, Richard White, Jerry Orbach, David Ogden Stiers, Angela Lansbury, Rex Everhart, Jesse Corti,,,,,,,,,,,
bugsy-1991,Bugsy,1991,64,no,137,30,49.1,Warren Beatty, Annette Bening, Harvey Keitel, Ben Kingsley, Joe Mantegna,,,,,,,,,,,,,,
jfk-1991,JFK,1991,64,no,188,40,205.4,Kevin Costner, Kevin Bacon, Tommy Lee Jones, Laurie Metcalf, Gary Oldman, Michael Rooker, Jay O. Sanders, Sissy Spacek,,,,,,,,,,,
the-prince-of-tides-1991,The Prince of Tides,1991,64,no,132,30,110,Barbra Streisand, Nick Nolte, Blythe Danner, Kate Nelligan, Jeroen Krabbé, Melinda Dillon, George Carlin, Jason Gould,,,,,,,,,,,
unforgiven-1992,Unforgiven,1992,65,yes,131,14,159.2,Clint Eastwood, Gene Hackman, Morgan Freeman, Richard Harris,,,,,,,,,,,,,,,
the-crying-game-1992,The Crying Game,1992,65,no,111,4.071,110.625,Stephen Rea, Miranda Richardson, Jaye Davidson, Forest Whitaker,,,,,,,,,,,,,,,
a-few-good-men-1992,A Few Good Men,1992,65,no,138,40,243.2,Tom Cruise, Jack Nicholson, Demi Moore, Kevin Bacon, Kevin Pollak, James Marshall, J. T. Walsh, Kiefer Sutherland,,,,,,,,,,,
howards-end-1992,Howards End,1992,65,no,NA,NA,NA,,,,,,,,,,,,,,,,,,,
scent-of-a-woman-1992,Scent of a Woman,1992,65,no,156,31,134.1,Al Pacino, Chris O'Donnell,,,,,,,,,,,,,,,,,
schindlers-list-1993,Schindler's List,1993,66,yes,195,22,321.2,Liam Neeson, Ben Kingsley, Ralph Fiennes, Caroline Goodall, Jonathan Sagall, Embeth Davidtz,,,,,,,,,,,,,
the-fugitive-1993,The Fugitive,1993,66,no,130,44,368.9,Harrison Ford, Tommy Lee Jones, Sela Ward, Joe Pantoliano, Andreas Katsulas, Jeroen Krabbé,,,,,,,,,,,,,
in-the-name-of-the-father-1993,In the Name of the Father,1993,66,no,133,13,65.8,Daniel Day-Lewis, Pete Postlethwaite, Emma Thompson,,,,,,,,,,,,,,,,
the-piano-1993,The Piano,1993,66,no,117,NA,NA,Holly Hunter, Harvey Keitel, Sam Neill, Anna Paquin, Kerry Walker, Genevieve Lemon,,,,,,,,,,,,,
the-remains-of-the-day-1993,The Remains of the Day,1993,66,no,134,15,63.9,Anthony Hopkins, Emma Thompson, James Fox, Christopher Reeve, Peter Vaughan, Hugh Grant, Michael Lonsdale, Tim Pigott-Smith,,,,,,,,,,,
forrest-gump-1994,Forrest Gump,1994,67,yes,142,1.0E-4,7.0E-4,Tom Hanks, Robin Wright, Gary Sinise, Mykelti Williamson, Sally Field,,,,,,,,,,,,,,
four-weddings-and-a-funeral-1994,Four Weddings and a Funeral,1994,67,no,117,4.284,245.7,Hugh Grant, Andie MacDowell, Kristin Scott Thomas, Simon Callow, James Fleet, John Hannah, Charlotte Coleman, David Bower, Corin Redgrave, Rowan Atkinson,,,,,,,,,
pulp-fiction-1994,Pulp Fiction,1994,67,no,154,8.5,213.9,John Travolta, Samuel L. Jackson, Uma Thurman, Harvey Keitel, Tim Roth, Amanda Plummer, Maria de Medeiros, Ving Rhames, Eric Stoltz, Rosanna Arquette, Christopher Walken, Bruce Willis,,,,,,,
quiz-show-1994,Quiz Show,1994,67,no,133,31,24.8,John Turturro, Rob Morrow, Ralph Fiennes, David Paymer, Paul Scofield,,,,,,,,,,,,,,
the-shawshank-redemption-1994,The Shawshank Redemption,1994,67,no,142,25,58.3,Tim Robbins, Morgan Freeman, Bob Gunton, William Sadler, Clancy Brown, Gil Bellows, James Whitmore,,,,,,,,,,,,
braveheart-1995,Braveheart,1995,68,yes,178,70,210.4,Mel Gibson, Sophie Marceau, Patrick McGoohan, Catherine McCormack,,,,,,,,,,,,,,,
apollo-13-1995,Apollo 13,1995,68,no,140,52,355.2,Tom Hanks, Kevin Bacon, Bill Paxton, Gary Sinise, Ed Harris, Kathleen Quinlan,,,,,,,,,,,,,
babe-1995,Babe,1995,68,no,92,30,254.1,James Cromwell, Magda Szubanski,,,,,,,,,,,,,,,,,
the-postman-il-postino-1995,The Postman (Il Postino),1995,68,no,108,3,21.8489,Massimo Troisi, Philippe Noiret, David Partington, Karen Marrie, Maria Grazia Cucinotta,,,,,,,,,,,,,,
sense-and-sensibility-1995,Sense and Sensibility,1995,68,no,136,16,134.9938,Emma Thompson, Alan Rickman, Kate Winslet, Hugh Grant,,,,,,,,,,,,,,,
the-english-patient-1996,The English Patient,1996,69,yes,162,31,232,Ralph Fiennes, Juliette Binoche, Willem Dafoe, Kristin Scott Thomas, Naveen Andrews, Colin Firth, Julian Wadham, Jürgen Prochnow,,,,,,,,,,,
fargo-1996,Fargo,1996,69,no,98,7,60.6,Frances McDormand, William H. Macy, Steve Buscemi, Harve Presnell, Peter Stormare,,,,,,,,,,,,,,
jerry-maguire-1996,Jerry Maguire,1996,69,no,138,50,273.6,Tom Cruise, Cuba Gooding Jr., Renée Zellweger, Kelly Preston, Jerry O'Connell, Jay Mohr, Bonnie Hunt,,,,,,,,,,,,
secrets-amp-lies-1996,Secrets &amp; Lies,1996,69,no,142,4.5,13.4,Timothy Spall, Brenda Blethyn, Phyllis Logan, Marianne Jean-Baptiste, Claire Rushbrook, Ron Cook, Lesley Manville, Elizabeth Berrington, Michele Austin, Lee Ross, Emma Amos, Hannah Davis,,,,,,,
shine-1996,Shine,1996,69,no,NA,NA,NA,,,,,,,,,,,,,,,,,,,
titanic-1997,Titanic,1997,70,yes,195,200,2187,Leonardo DiCaprio, Kate Winslet, Billy Zane, Kathy Bates, Frances Fisher, Bernard Hill, Jonathan Hyde, Danny Nucci, David Warner, Bill Paxton,,,,,,,,,
as-good-as-it-gets-1997,As Good as It Gets,1997,70,no,139,50,314.1,Jack Nicholson, Helen Hunt, Greg Kinnear, Cuba Gooding Jr., Skeet Ulrich, Shirley Knight,,,,,,,,,,,,,
the-full-monty-1997,The Full Monty,1997,70,no,91,3.5,258,Robert Carlyle, Tom Wilkinson, Mark Addy,,,,,,,,,,,,,,,,
good-will-hunting-1997,Good Will Hunting,1997,70,no,126,10,225.9,Robin Williams, Matt Damon, Ben Affleck, Stellan Skarsgård, Minnie Driver,,,,,,,,,,,,,,
la-confidential-1997,L.A. Confidential,1997,70,no,138,35,126.2,Kevin Spacey, Russell Crowe, Guy Pearce, James Cromwell, David Strathairn, Kim Basinger, Danny DeVito,,,,,,,,,,,,
shakespeare-in-love-1998,Shakespeare in Love,1998,71,yes,123,25,289.3,Gwyneth Paltrow, Joseph Fiennes, Geoffrey Rush, Colin Firth, Ben Affleck, Judi Dench,,,,,,,,,,,,,
elizabeth-1998,Elizabeth,1998,71,no,123,30,82.1,Cate Blanchett, Geoffrey Rush, Christopher Eccleston, Joseph Fiennes, Richard Attenborough,,,,,,,,,,,,,,
life-is-beautiful-1998,Life Is Beautiful,1998,71,no,116,20,229.2,Roberto Benigni, Nicoletta Braschi,,,,,,,,,,,,,,,,,
saving-private-ryan-1998,Saving Private Ryan,1998,71,no,169,70,481.8,Tom Hanks, Edward Burns, Matt Damon, Tom Sizemore,,,,,,,,,,,,,,,
the-thin-red-line-1998,The Thin Red Line,1998,71,no,170,52,98.1,Sean Penn, Adrien Brody, Jim Caviezel, Ben Chaplin, George Clooney, John Cusack, Woody Harrelson, Elias Koteas, Nick Nolte, John C. Reilly, John Travolta,,,,,,,,
american-beauty-1999,American Beauty,1999,72,yes,122,15,356.3,Kevin Spacey, Annette Bening, Thora Birch, Allison Janney, Peter Gallagher, Mena Suvari, Wes Bentley, Chris Cooper,,,,,,,,,,,
the-cider-house-rules-1999,The Cider House Rules,1999,72,no,NA,NA,NA,,,,,,,,,,,,,,,,,,,
the-green-mile-1999,The Green Mile,1999,72,no,189,60,290.7,Tom Hanks, David Morse, Bonnie Hunt, Michael Clarke Duncan, James Cromwell, Michael Jeter, Graham Greene, Doug Hutchison, Sam Rockwell, Barry Pepper, Jeffrey DeMunn, Patricia Clarkson, Harry Dean Stanton,,,,,,
the-insider-1999,The Insider,1999,72,no,157,68,60.2,Al Pacino, Russell Crowe, Christopher Plummer, Diane Venora, Philip Baker Hall, Lindsay Crouse, Debi Mazar,,,,,,,,,,,,
the-sixth-sense-1999,The Sixth Sense,1999,72,no,107,40,672.8,Bruce Willis, Toni Collette, Olivia Williams, Haley Joel Osment,,,,,,,,,,,,,,,
gladiator-2000,Gladiator,2000,73,yes,155,103,457.6,Russell Crowe, Joaquin Phoenix, Connie Nielsen, Oliver Reed, Derek Jacobi, Djimon Hounsou, Richard Harris,,,,,,,,,,,,
chocolat-2000,Chocolat,2000,73,no,NA,NA,NA,,,,,,,,,,,,,,,,,,,
crouching-tiger-hidden-dragon-2000,"Crouching Tiger, Hidden Dragon",2000,73,no,120,17,213.5,Chow Yun-fat, Michelle Yeoh, Zhang Ziyi, Chang Chen, Sihung Lung, Cheng Pei-pei,,,,,,,,,,,,,
erin-brockovich-2000,Erin Brockovich,2000,73,no,130,52,256.3,Julia Roberts, Albert Finney, Aaron Eckhart,,,,,,,,,,,,,,,,
traffic-2000,Traffic,2000,73,no,147,48,207.5,Michael Douglas, Don Cheadle, Benicio Del Toro, Dennis Quaid, Catherine Zeta-Jones,,,,,,,,,,,,,,
a-beautiful-mind-2001,A Beautiful Mind,2001,74,yes,135,58,313,Russell Crowe, Ed Harris, Jennifer Connelly, Paul Bettany, Adam Goldberg, Judd Hirsch, Josh Lucas, Anthony Rapp, Christopher Plummer,,,,,,,,,,
gosford-park-2001,Gosford Park,2001,74,no,137,19.8,87.8,,,,,,,,,,,,,,,,,,,
in-the-bedroom-2001,In the Bedroom,2001,74,no,131,1.7,43.4,,,,,,,,,,,,,,,,,,,
the-lord-of-the-rings-the-fellowship-of-the-ring-2001,The Lord of the Rings: The Fellowship of the Ring,2001,74,no,178,1.0E-4,9.0E-4,Elijah Wood, Ian McKellen, Liv Tyler, Viggo Mortensen, Sean Astin, Cate Blanchett, John Rhys-Davies, Billy Boyd, Dominic Monaghan, Orlando Bloom, Christopher Lee, Hugo Weaving, Sean Bean, Ian Holm, Andy Serkis,,,,
moulin-rouge-2001,Moulin Rouge!,2001,74,no,128,52,179.2,Nicole Kidman, Ewan McGregor, John Leguizamo, Jim Broadbent, Richard Roxburgh,,,,,,,,,,,,,,
chicago-2002,Chicago,2002,75,yes,113,45,306.8,,,,,,,,,,,,,,,,,,,
gangs-of-new-york-2002,Gangs of New York,2002,75,no,NA,NA,NA,,,,,,,,,,,,,,,,,,,
the-hours-2002,The Hours,2002,75,no,114,25,108.8,,,,,,,,,,,,,,,,,,,
the-lord-of-the-rings-the-two-towers-2002,The Lord of the Rings: The Two Towers,2002,75,no,179,94,926,Elijah Wood, Ian McKellen, Liv Tyler, Viggo Mortensen, Sean Astin, Cate Blanchett, John Rhys-Davies, Bernard Hill, Christopher Lee, Billy Boyd, Dominic Monaghan, Orlando Bloom, Hugo Weaving, Miranda Otto, David Wenham, Brad Dourif, Sean Bean, Andy Serkis,
the-pianist-2002,The Pianist,2002,75,no,150,35,120.1,Adrien Brody, Thomas Kretschmann, Frank Finlay, Maureen Lipman, Emilia Fox, Michał Żebrowski,,,,,,,,,,,,,
the-lord-of-the-rings-the-return-of-the-king-2003,The Lord of the Rings: The Return of the King,2003,76,yes,200,1.0E-4,0,Elijah Wood, Ian McKellen, Liv Tyler, Viggo Mortensen, Sean Astin, Cate Blanchett, John Rhys-Davies, Bernard Hill, Billy Boyd, Dominic Monaghan, Orlando Bloom, Hugo Weaving, Miranda Otto, David Wenham, Karl Urban, John Noble, Andy Serkis, Ian Holm, Sean Bean
lost-in-translation-2003,Lost in Translation,2003,76,no,101,4,119.7,Bill Murray, Scarlett Johansson, Giovanni Ribisi, Anna Faris, Fumihiro Hayashi,,,,,,,,,,,,,,
master-and-commander-the-far-side-of-the-world-2003,Master and Commander: The Far Side of the World,2003,76,no,138,150,212,Russell Crowe, Paul Bettany, Billy Boyd, James D'Arcy, Chris Larkin, Edward Woodall,,,,,,,,,,,,,
mystic-river-2003,Mystic River,2003,76,no,137,30,156.8,Sean Penn, Tim Robbins, Kevin Bacon, Laurence Fishburne, Marcia Gay Harden, Laura Linney,,,,,,,,,,,,,
seabiscuit-2003,Seabiscuit,2003,76,no,141,87,148.3,,,,,,,,,,,,,,,,,,,
million-dollar-baby-2004,Million Dollar Baby,2004,77,yes,132,30,216.8,,,,,,,,,,,,,,,,,,,
the-aviator-2004,The Aviator,2004,77,no,170,110,213.7,,,,,,,,,,,,,,,,,,,
finding-neverland-2004,Finding Neverland,2004,77,no,101,25,116.8,,,,,,,,,,,,,,,,,,,
ray-2004,Ray,2004,77,no,152,40,124.7,,,,,,,,,,,,,,,,,,,
sideways-2004,Sideways,2004,77,no,127,16,109.7,Paul Giamatti, Thomas Haden Church, Virginia Madsen, Sandra Oh,,,,,,,,,,,,,,,
crash-2005,Crash,2005,78,yes,112,6.5,98.4,Sandra Bullock, Don Cheadle, Matt Dillon, Jennifer Esposito, Brendan Fraser, Terrence Howard," Chris ""Ludacris"" Bridges", Thandie Newton, Ryan Phillippe, Larenz Tate,,,,,,,,,
brokeback-mountain-2005,Brokeback Mountain,2005,78,no,134,14,178.1,Heath Ledger, Jake Gyllenhaal, Linda Cardellini, Anna Faris, Anne Hathaway, Michelle Williams, Randy Quaid,,,,,,,,,,,,
capote-2005,Capote,2005,78,no,114,7,50,Philip Seymour Hoffman, Catherine Keener, Clifton Collins Jr., Bruce Greenwood, Mark Pellegrino, Amy Ryan, Chris Cooper,,,,,,,,,,,,
good-night-and-good-luck-2005,"Good Night, and Good Luck",2005,78,no,93,7,56.5,David Strathairn, Patricia Clarkson, George Clooney, Jeff Daniels, Robert Downey Jr., Frank Langella,,,,,,,,,,,,,
munich-2005,Munich,2005,78,no,163,70,130.4,Eric Bana, Daniel Craig, Ciarán Hinds, Mathieu Kassovitz, Hanns Zischler, Geoffrey Rush, Ayelet Zurer,,,,,,,,,,,,
the-departed-2006,The Departed,2006,79,yes,150,90,289.8,Leonardo DiCaprio, Matt Damon, Jack Nicholson, Mark Wahlberg, Martin Sheen, Ray Winstone, Vera Farmiga, Anthony Anderson, Alec Baldwin,,,,,,,,,,
babel-2006,Babel,2006,79,no,143,20,135.3,Brad Pitt, Cate Blanchett, Gael García Bernal, Kōji Yakusho, Adriana Barraza, Rinko Kikuchi,,,,,,,,,,,,,
letters-from-iwo-jima-2006,Letters from Iwo Jima,2006,79,no,140,19,68.7,Ken Watanabe, Kazunari Ninomiya, Tsuyoshi Ihara, Ryō Kase, Shidō Nakamura,,,,,,,,,,,,,,
little-miss-sunshine-2006,Little Miss Sunshine,2006,79,no,101,8,100.5,Greg Kinnear, Steve Carell, Toni Collette, Paul Dano, Abigail Breslin, Alan Arkin,,,,,,,,,,,,,
the-queen-2006,The Queen,2006,79,no,103,18.032000000000004,143.336,Helen Mirren, Michael Sheen, James Cromwell, Helen McCrory, Alex Jennings, Roger Allam, Sylvia Syms,,,,,,,,,,,,
no-country-for-old-men-2007,No Country for Old Men,2007,80,yes,122,25,171.6,Tommy Lee Jones, Javier Bardem, Josh Brolin,,,,,,,,,,,,,,,,
atonement-2007,Atonement,2007,80,no,123,30,129.3,,,,,,,,,,,,,,,,,,,
juno-2007,Juno,2007,80,no,96,7.5,231.4,Ellen Page, Michael Cera, Jennifer Garner, Jason Bateman, Allison Janney, J. K. Simmons,,,,,,,,,,,,,
michael-clayton-2007,Michael Clayton,2007,80,no,119,25,92.9,George Clooney, Tom Wilkinson, Tilda Swinton, Sydney Pollack,,,,,,,,,,,,,,,
there-will-be-blood-2007,There Will Be Blood,2007,80,no,158,25,76.2,Daniel Day-Lewis, Paul Dano, Kevin J. O'Connor, Ciarán Hinds, Dillon Freasier,,,,,,,,,,,,,,
slumdog-millionaire-2008,Slumdog Millionaire,2008,81,yes,120,15,377.9,Dev Patel, Freida Pinto, Madhur Mittal, Anil Kapoor, Irrfan Khan,,,,,,,,,,,,,,
the-curious-case-of-benjamin-button-2008,The Curious Case of Benjamin Button,2008,81,no,166,167,334,Brad Pitt, Cate Blanchett, Taraji P. Henson, Julia Ormond, Jason Flemyng, Elias Koteas, Tilda Swinton,,,,,,,,,,,,
frostnixon-2008,Frost/Nixon,2008,81,no,122,25,27.4,Frank Langella, Michael Sheen, Kevin Bacon, Rebecca Hall, Toby Jones, Matthew Macfadyen, Oliver Platt, Sam Rockwell,,,,,,,,,,,
milk-2008,Milk,2008,81,no,128,20,54.6,Sean Penn, Emile Hirsch, Josh Brolin, Diego Luna, Alison Pill, Victor Garber, Denis O'Hare, Joseph Cross, James Franco,,,,,,,,,,
the-reader-2008,The Reader,2008,81,no,124,32,108.4,Kate Winslet, Ralph Fiennes, David Kross, Lena Olin, Bruno Ganz,,,,,,,,,,,,,,
the-hurt-locker-2009,The Hurt Locker,2009,82,yes,131,15,49.2,Jeremy Renner, Anthony Mackie, Brian Geraghty, Evangeline Lilly, Ralph Fiennes, David Morse, Guy Pearce,,,,,,,,,,,,
avatar-2009,Avatar,2009,82,no,161,237,2788,Sam Worthington, Zoe Saldana, Stephen Lang, Michelle Rodriguez, Sigourney Weaver,,,,,,,,,,,,,,
the-blind-side-2009,The Blind Side,2009,82,no,126,29,309.2,Sandra Bullock, Tim McGraw, Quinton Aaron, Jae Head, Lily Collins, Ray McKinnon, Kathy Bates,,,,,,,,,,,,
district-9-2009,District 9,2009,82,no,112,30,210.8,Sharlto Copley, Jason Cope, David James, Vanessa Haywood, Mandla Gaduka, Kenneth Nkosi, Eugene Khumbanyiwa, Louis Minnaar, William Allen Young,,,,,,,,,,
an-education-2009,An Education,2009,82,no,100,0,0,Carey Mulligan, Peter Sarsgaard, Alfred Molina, Rosamund Pike, Dominic Cooper, Olivia Williams, Emma Thompson,,,,,,,,,,,,
inglourious-basterds-2009,Inglourious Basterds,2009,82,no,153,70,321.5,Brad Pitt, Christoph Waltz, Michael Fassbender, Eli Roth, Diane Kruger, Daniel Brühl, Til Schweiger, Mélanie Laurent,,,,,,,,,,,
precious-based-on-the-novel-push-by-sapphire-2009,Precious: Based on the Novel 'Push' by Sapphire,2009,82,no,110,10,63.6,,,,,,,,,,,,,,,,,,,
a-serious-man-2009,A Serious Man,2009,82,no,106,7,31.4,Michael Stuhlbarg, Richard Kind, Fred Melamed,,,,,,,,,,,,,,,,
up-2009,Up,2009,82,no,96,175,735.1,Ed Asner, Christopher Plummer, Jordan Nagai,,,,,,,,,,,,,,,,
up-in-the-air-2009,Up in the Air,2009,82,no,109,25,166.8,George Clooney, Vera Farmiga, Anna Kendrick, Danny McBride,,,,,,,,,,,,,,,
the-kings-speech-2010,The King's Speech,2010,83,yes,119,15,414.2,,,,,,,,,,,,,,,,,,,
127-hours-2010,127 Hours,2010,83,no,93,18,60.7,James Franco, Kate Mara, Amber Tamblyn,,,,,,,,,,,,,,,,
black-swan-2010,Black Swan,2010,83,no,108,13,329.4,Natalie Portman, Vincent Cassel, Mila Kunis, Barbara Hershey, Winona Ryder,,,,,,,,,,,,,,
the-fighter-2010,The Fighter,2010,83,no,116,25,129.2,Mark Wahlberg, Christian Bale, Amy Adams, Melissa Leo, Jack McGee,,,,,,,,,,,,,,
inception-2010,Inception,2010,83,no,148,160,828.3,Leonardo DiCaprio, Ken Watanabe, Joseph Gordon-Levitt, Marion Cotillard, Ellen Page, Tom Hardy, Cillian Murphy, Tom Berenger, Michael Caine,,,,,,,,,,
the-kids-are-all-right-2010,The Kids Are All Right,2010,83,no,107,4,34.7,,,,,,,,,,,,,,,,,,,
the-social-network-2010,The Social Network,2010,83,no,120,40,224.9,Jesse Eisenberg, Andrew Garfield, Justin Timberlake, Armie Hammer, Max Minghella,,,,,,,,,,,,,,
toy-story-3-2010,Toy Story 3,2010,83,no,103,2.0E-4,0,Tom Hanks, Tim Allen, Joan Cusack, Don Rickles, Wallace Shawn, John Ratzenberger, Estelle Harris, Blake Clark, Ned Beatty, Michael Keaton, Jodi Benson, John Morris,,,,,,,
true-grit-2010,True Grit,2010,83,no,110,38,252.3,Jeff Bridges, Matt Damon, Josh Brolin, Barry Pepper, Hailee Steinfeld,,,,,,,,,,,,,,
winters-bone-2010,Winter's Bone,2010,83,no,100,2,16.1,Jennifer Lawrence, John Hawkes, Kevin Breznahan, Dale Dickey, Garret Dillahunt, Sheryl Lee, Tate Taylor,,,,,,,,,,,,
the-artist-2011,The Artist,2011,84,yes,100,15,133.4,Jean Dujardin, Bérénice Bejo,,,,,,,,,,,,,,,,,
the-descendants-2011,The Descendants,2011,84,no,115,20,177.2,George Clooney, Shailene Woodley, Beau Bridges, Robert Forster, Judy Greer, Matthew Lillard,,,,,,,,,,,,,
extremely-loud-amp-incredibly-close-2011,Extremely Loud &amp; Incredibly Close,2011,84,no,129,40,55.2,Tom Hanks, Sandra Bullock, Thomas Horn, Max von Sydow, Viola Davis, John Goodman, Jeffrey Wright,,,,,,,,,,,,
the-help-2011,The Help,2011,84,no,146,25,216.6,Jessica Chastain, Viola Davis, Bryce Dallas Howard, Allison Janney, Octavia Spencer, Emma Stone,,,,,,,,,,,,,
hugo-2011,Hugo,2011,84,no,126,170,185.8,Ben Kingsley, Sacha Baron Cohen, Asa Butterfield, Ray Winstone, Emily Mortimer, Christopher Lee, Jude Law,,,,,,,,,,,,
midnight-in-paris-2011,Midnight in Paris,2011,84,no,94,0,151.1,Kathy Bates, Adrien Brody, Carla Bruni, Marion Cotillard, Rachel McAdams, Michael Sheen, Owen Wilson,,,,,,,,,,,,
moneyball-2011,Moneyball,2011,84,no,133,50,110.2,Brad Pitt, Jonah Hill, Philip Seymour Hoffman, Chris Pratt,,,,,,,,,,,,,,,
the-tree-of-life-2011,The Tree of Life,2011,84,no,139,32,61.7,Brad Pitt, Sean Penn, Jessica Chastain,,,,,,,,,,,,,,,,
war-horse-2011,War Horse,2011,84,no,146,66,177.6,,,,,,,,,,,,,,,,,,,
argo-2012,Argo,2012,85,yes,120,44.5,232.3,Ben Affleck, Bryan Cranston, Alan Arkin, John Goodman,,,,,,,,,,,,,,,
amour-2012,Amour,2012,85,no,127,8.9,29.9,,,,,,,,,,,,,,,,,,,
beasts-of-the-southern-wild-2012,Beasts of the Southern Wild,2012,85,no,93,1.8,23.3,,,,,,,,,,,,,,,,,,,
django-unchained-2012,Django Unchained,2012,85,no,165,100,425.4,Jamie Foxx, Christoph Waltz, Leonardo DiCaprio, Kerry Washington, Samuel L. Jackson, Walton Goggins, Dennis Christopher, James Remar, Don Johnson,,,,,,,,,,
les-misrables-2012,Les Misérables,2012,85,no,158,61,441.8,Hugh Jackman, Russell Crowe, Anne Hathaway, Amanda Seyfried, Eddie Redmayne, Helena Bonham Carter, Sacha Baron Cohen, Aaron Tveit,,,,,,,,,,,
life-of-pi-2012,Life of Pi,2012,85,no,127,120,609,Suraj Sharma, Irrfan Khan, Tabu, Adil Hussain, Rafe Spall, Gérard Depardieu,,,,,,,,,,,,,
lincoln-2012,Lincoln,2012,85,no,150,65,275.3,Daniel Day-Lewis, Sally Field, David Strathairn, Joseph Gordon-Levitt, James Spader, Hal Holbrook, Tommy Lee Jones,,,,,,,,,,,,
silver-linings-playbook-2012,Silver Linings Playbook,2012,85,no,122,21,236.4,Bradley Cooper, Jennifer Lawrence, Robert De Niro, Jacki Weaver, Anupam Kher, John Ortiz, Chris Tucker,,,,,,,,,,,,
zero-dark-thirty-2012,Zero Dark Thirty,2012,85,no,157,40,132.8,Jessica Chastain, Jason Clarke, Joel Edgerton,,,,,,,,,,,,,,,,
12-years-a-slave-2013,12 Years a Slave,2013,86,yes,134,22,187.7,Chiwetel Ejiofor, Michael Fassbender, Benedict Cumberbatch, Paul Dano, Paul Giamatti, Lupita Nyong'o, Sarah Paulson, Brad Pitt, Alfre Woodard,,,,,,,,,,
american-hustle-2013,American Hustle,2013,86,no,138,40,251.2,Christian Bale, Bradley Cooper, Amy Adams, Jeremy Renner, Jennifer Lawrence,,,,,,,,,,,,,,
captain-phillips-2013,Captain Phillips,2013,86,no,134,55,218.8,Tom Hanks, Barkhad Abdi,,,,,,,,,,,,,,,,,
dallas-buyers-club-2013,Dallas Buyers Club,2013,86,no,116,5,55.2,Matthew McConaughey, Jennifer Garner, Jared Leto, Denis O'Hare, Steve Zahn, Dallas Roberts,,,,,,,,,,,,,
gravity-2013,Gravity,2013,86,no,91,100,723.2,Sandra Bullock, George Clooney,,,,,,,,,,,,,,,,,
her-2013,Her,2013,86,no,126,23,48.5,Joaquin Phoenix, Amy Adams, Rooney Mara, Olivia Wilde, Scarlett Johansson,,,,,,,,,,,,,,
nebraska-2013,Nebraska,2013,86,no,115,13.5,27.7,Bruce Dern, Will Forte, June Squibb, Stacy Keach, Bob Odenkirk,,,,,,,,,,,,,,
philomena-2013,Philomena,2013,86,no,98,12,100.1,Judi Dench, Steve Coogan,,,,,,,,,,,,,,,,,
the-wolf-of-wall-street-2013,The Wolf of Wall Street,2013,86,no,180,100,392,Leonardo DiCaprio, Jonah Hill, Margot Robbie, Matthew McConaughey, Kyle Chandler, Rob Reiner, Jon Bernthal, Jon Favreau, Jean Dujardin,,,,,,,,,,
birdman-or-the-unexpected-virtue-of-ignorance-2014,Birdman or (The Unexpected Virtue of Ignorance),2014,87,yes,119,18,103.2,Michael Keaton, Zach Galifianakis, Edward Norton, Andrea Riseborough, Amy Ryan, Emma Stone, Naomi Watts,,,,,,,,,,,,
american-sniper-2014,American Sniper,2014,87,no,132,58.8,547.4,Bradley Cooper, Sienna Miller,,,,,,,,,,,,,,,,,
boyhood-2014,Boyhood,2014,87,no,165,4,57.3,Patricia Arquette, Ellar Coltrane, Lorelei Linklater, Ethan Hawke,,,,,,,,,,,,,,,
the-grand-budapest-hotel-2014,The Grand Budapest Hotel,2014,87,no,100,30.590000000000003,174.8,Ralph Fiennes, F. Murray Abraham, Mathieu Amalric, Adrien Brody, Willem Dafoe, Jeff Goldblum, Harvey Keitel, Jude Law, Bill Murray, Edward Norton, Saoirse Ronan, Jason Schwartzman, Léa Seydoux, Tilda Swinton, Tom Wilkinson, Owen Wilson, Tony Revolori,,
the-imitation-game-2014,The Imitation Game,2014,87,no,114,14,233.5,Benedict Cumberbatch, Keira Knightley, Matthew Goode, Rory Kinnear, Charles Dance, Mark Strong,,,,,,,,,,,,,
selma-2014,Selma,2014,87,no,128,20,66.8,David Oyelowo, Common, Tom Wilkinson, Carmen Ejogo, Giovanni Ribisi, Alessandro Nivola, Cuba Gooding Jr., Tim Roth, Oprah Winfrey,,,,,,,,,,
the-theory-of-everything-2014,The Theory of Everything,2014,87,no,123,15,123.7,Eddie Redmayne[2][1], Felicity Jones[2][1], Charlie Cox[1], Emily Watson[1], Simon McBurney[1], David Thewlis[1],,,,,,,,,,,,,
whiplash-2014,Whiplash,2014,87,no,106,3.3,49,Miles Teller, J. K. Simmons, Paul Reiser, Melissa Benoist,,,,,,,,,,,,,,,
